,name,playtime,number of platforms,platforms,number of stores,stores,genres,release date,rating,max rating,rating count,metacritic score,added
6641,Space Loss,0,2,"['PC', 'Apple Macintosh']",1,['itch.io'],['Shooter'],2019-07-26,0.0,0,0,,
6642,Stardome,0,1,['PC'],1,['itch.io'],"['Adventure', 'Action']",2019-07-26,0.0,0,0,,
6643,Backwoods (Louis McTague),0,1,['PC'],1,['itch.io'],"['Adventure', 'Puzzle']",2019-07-26,0.0,0,0,,
6644,Glass amulet (Agnia episode),0,1,['PC'],1,['itch.io'],[],2019-07-26,0.0,0,0,,
6645,Name Code: Sfobstp,0,1,['PC'],1,['itch.io'],['Action'],2019-07-26,0.0,0,0,,
6646,SpaceTime Rally,0,1,['PC'],1,['itch.io'],"['Racing', 'Adventure']",2019-07-26,0.0,0,0,,
6647,Traffic Run! Fun Park race 3D,0,1,['iOS'],1,['App Store'],['Racing'],2019-07-30,0.0,0,0,,
6648,Color Bump 3d: Sperm Race 3d,0,1,['iOS'],1,['App Store'],['Racing'],2019-07-29,0.0,0,0,,
6649,Party Aquapark - Slide Fun,0,1,['iOS'],1,['App Store'],['Racing'],2019-08-01,0.0,0,0,,
6650,Magic War - Castle Defense,0,1,['iOS'],1,['App Store'],"['Strategy', 'RPG']",2019-03-02,0.0,0,0,,
6651,Sudoku ∗,0,1,['iOS'],1,['App Store'],"['Casual', 'Puzzle']",2019-05-26,0.0,0,0,,
6652,Empório de Poções da Agnes,0,1,['Web'],1,['itch.io'],[],2019-08-02,0.0,0,0,,
6653,"Help Desk (legav, ewdlop)",0,1,['Web'],1,['itch.io'],['Puzzle'],2019-08-02,0.0,0,0,,
6654,Reflex Test,0,1,['PC'],1,['itch.io'],[],2019-08-02,0.0,0,0,,
6655,Numble Jumber,0,1,['Web'],1,['itch.io'],['Puzzle'],2019-08-02,0.0,0,0,,
6656,Who's A Good Robot?,0,1,['PC'],1,['itch.io'],['Platformer'],2019-08-01,0.0,0,0,,
6657,NonSense (Ellium),0,1,['Web'],1,['itch.io'],['Platformer'],2019-08-01,0.0,0,0,,
6658,5 - Juego Final Angel,0,1,['Web'],1,['itch.io'],[],2019-08-02,0.0,0,0,,
6659,Slime Cave,0,1,['PC'],1,['itch.io'],['Platformer'],2019-01-07,0.0,0,0,,
6660,ShieldKnights Demo,0,1,['PC'],1,['itch.io'],['RPG'],2019-01-06,0.0,0,0,,
6661,Soup or Man?,0,1,['PC'],1,['itch.io'],['Adventure'],2019-01-06,0.0,0,0,,
6662,Carpentry Simulator,0,1,['PC'],1,['itch.io'],['Simulation'],2019-01-06,0.0,0,0,,
6663,My Daughter's Plaything Chapter 1,0,1,['PC'],1,['itch.io'],[],2019-01-06,0.0,0,0,,
6664,"Chill, chill!",0,1,['PC'],1,['itch.io'],['Platformer'],2019-01-06,0.0,0,0,,
6665,Fireworks Festival,0,1,['PC'],1,['itch.io'],['Simulation'],2019-01-06,0.0,0,0,,
6666,Surf's Up (itch) (watto),0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],[],2019-01-06,0.0,0,0,,
6667,Battle Crown,0,1,['PC'],1,['itch.io'],"['Platformer', 'Fighting']",2019-01-06,0.0,0,0,,
6668,Perspective Puzzle,0,1,['Web'],1,['itch.io'],['Puzzle'],2019-01-06,0.0,0,0,,
6669,T-Minus,0,1,['PC'],1,['itch.io'],[],2019-01-06,0.0,0,0,,
6670,Pourpre,0,1,['PC'],1,['itch.io'],['Puzzle'],2019-01-06,0.0,0,0,,
6671,GS-14: A Monster Inside,0,1,['PC'],1,['itch.io'],['Shooter'],2019-01-06,0.0,0,0,,
6672,Wizard Shoes (Conceri Experiments),0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],['Action'],2019-01-05,0.0,0,0,,
6673,brexit rush,0,2,"['Android', 'Web']",1,['itch.io'],[],2019-01-05,0.0,0,0,,
6674,Miss Frost,0,1,['PC'],1,['itch.io'],['Platformer'],2019-01-05,0.0,0,0,,
6675,Human Harvest,0,1,['PC'],1,['itch.io'],['Action'],2019-01-05,0.0,0,0,,
6676,Cardiac Arrest - ClickerJam,0,1,['PC'],1,['itch.io'],['Action'],2019-01-05,0.0,0,0,,
6677,Dilemma (itch) (Leonora),0,1,['Web'],1,['itch.io'],['Adventure'],2019-01-05,0.0,0,0,,
6678,Re-Doom,0,1,['PC'],1,['itch.io'],['Shooter'],2019-01-05,0.0,0,0,,
6679,Booty Buccaneer,0,2,"['PC', 'Linux']",1,['itch.io'],['Puzzle'],2019-01-05,0.0,0,0,,
6680,Jinxter (itch),0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],['Adventure'],2019-01-05,0.0,0,0,,
6681,Slime Cube,0,1,['PC'],1,['itch.io'],['Platformer'],2019-01-05,0.0,0,0,,
6682,For Aiden,0,1,['PC'],1,['itch.io'],[],2019-01-05,0.0,0,0,,
6683,Are We There Yet? (itch) (RamiCreates),0,5,"['PC', 'Android', 'Apple Macintosh', 'Linux', 'Web']",1,['itch.io'],"['Racing', 'Action']",2019-01-05,0.0,0,0,,
6684,Frog's Party,0,1,['Web'],1,['itch.io'],[],2019-01-05,0.0,0,0,,
6685,60 Secconds,0,1,['PC'],1,['itch.io'],[],2019-01-05,0.0,0,0,,
6686,Text Based Fishing,0,1,['PC'],1,['itch.io'],[],2019-01-05,0.0,0,0,,
6687,Growing Watermelons,0,1,['PC'],1,['itch.io'],['Puzzle'],2019-01-05,0.0,0,0,,
6688,Hoppy Goat,0,1,['Android'],1,['itch.io'],['Platformer'],2019-01-05,0.0,0,0,,
6689,THE MAN WHO REMADE ALL THE BOXES,0,1,['Web'],1,['itch.io'],"['RPG', 'Puzzle']",2019-01-05,0.0,0,0,,
6690,The Recreation Of Adam,0,1,['Web'],1,['itch.io'],['Puzzle'],2019-01-04,0.0,0,0,,
6691,"Treasure Hunter (itch) (Rofli ""psydack"" Sanches)",0,1,['Web'],1,['itch.io'],['Action'],2019-01-04,0.0,0,0,,
6692,Space Boogers,0,1,['Web'],1,['itch.io'],['Shooter'],2019-01-04,0.0,0,0,,
6693,"Mizu (Rofli ""psydack"" Sanches)",0,1,['Web'],1,['itch.io'],['Action'],2019-01-04,0.0,0,0,,
6694,Spaced Out (Smithn10),0,2,"['PC', 'Apple Macintosh']",1,['itch.io'],['Shooter'],2019-01-04,0.0,0,0,,
6695,Dodge blocks,0,2,"['PC', 'Web']",1,['itch.io'],['Platformer'],2019-01-05,0.0,0,0,,
6696,sFight,0,2,"['PC', 'Linux']",1,['itch.io'],"['Platformer', 'Fighting']",2019-01-04,0.0,0,0,,
6697,Don't Expect Mercy,0,2,"['PC', 'Linux']",1,['itch.io'],[],2019-01-04,0.0,0,0,,
6698,Corrupted Whale,0,1,['PC'],1,['itch.io'],[],2019-01-04,0.0,0,0,,
6699,Escape from Soul Manor Prison Complex,0,1,['Web'],1,['itch.io'],"['Adventure', 'Puzzle']",2019-01-04,0.0,0,0,,
6700,Call to Valhalla,0,2,"['PC', 'Linux']",1,['itch.io'],"['Adventure', 'Action']",2019-01-04,0.0,0,0,,
6701,The Surviving Jackhammer,0,5,"['PC', 'Android', 'Apple Macintosh', 'Linux', 'Web']",1,['itch.io'],['Action'],2019-01-04,0.0,0,0,,
6702,Journeys Frontier,0,1,['PC'],1,['itch.io'],['Platformer'],2019-01-04,0.0,0,0,,
6703,Children's Game (Robot),0,1,['Web'],1,['itch.io'],[],2019-01-04,0.0,0,0,,
6704,Final Boarding Call,0,1,['Web'],1,['itch.io'],[],2019-01-04,0.0,0,0,,
6705,овощ не пельмени,0,1,['PC'],1,['itch.io'],['Shooter'],2019-01-04,0.0,0,0,,
6706,Borderline Cookery,0,1,['PC'],1,['itch.io'],"['Action', 'RPG']",2019-01-04,0.0,0,0,,
6707,MOTSE demo 1,0,1,['PC'],1,['itch.io'],['Adventure'],2019-01-04,0.0,0,0,,
6708,Rapi - palabras,0,1,['Android'],1,['itch.io'],[],2019-01-04,0.0,0,0,,
6709,Go See The Fireworks,0,1,['Web'],1,['itch.io'],[],2019-01-04,0.0,0,0,,
6710,Uber tank push lite,0,1,['PC'],1,['itch.io'],['Action'],2019-01-04,0.0,0,0,,
6711,Infinite Walker,0,1,['Web'],1,['itch.io'],[],2019-01-04,0.0,0,0,,
6712,Following the god's lies,0,1,['PC'],1,['itch.io'],['Action'],2019-01-04,0.0,0,1,,
6713,Fadeout GOLD,0,1,['PC'],1,['itch.io'],['Racing'],2019-01-04,0.0,0,0,,
6714,How to Shred it,0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],['Adventure'],2019-01-04,0.0,0,0,,
6715,Heist Choices,0,1,['PC'],1,['itch.io'],['Action'],2019-01-04,0.0,0,0,,
6716,The Freezer,0,1,['PC'],1,['itch.io'],[],2019-01-04,0.0,0,0,,
6717,A2,0,2,"['PC', 'Apple Macintosh']",1,['itch.io'],['Action'],2019-01-04,0.0,0,0,,
6718,New Shoes - Demo,0,1,['PC'],1,['itch.io'],['Platformer'],2019-01-04,0.0,0,0,,
6719,Angelic Descent PC game uses a Xbox One controller,0,1,['PC'],1,['itch.io'],"['Strategy', 'Adventure']",2019-01-03,0.0,0,0,,
6720,Epic Food Fight,0,1,['PC'],1,['Steam'],"['Casual', 'Indie', 'Action']",2019-02-07,0.0,0,0,,
6721,The Pack,0,1,['PC'],1,['Steam'],"['Casual', 'Adventure']",2019-01-28,0.0,0,0,,
6722,Heroes Of Maidan 2,0,1,['PC'],1,['Steam'],"['Strategy', 'Indie', 'Action']",2019-01-21,0.0,0,0,,
6723,Hero Staff,0,1,['PC'],1,['Steam'],"['Indie', 'RPG']",2019-01-28,0.0,0,0,,
6724,EXTREME RACING MAFIA CAR,0,1,['iOS'],1,['App Store'],"['Action', 'Simulation']",2019-01-04,0.0,0,0,,
6725,Neodogma,0,1,['iOS'],1,['App Store'],['RPG'],2019-01-06,0.0,0,0,,
6726,Old School Racer 2,0,1,['Nintendo'],1,['Nintendo Store'],[],2019-01-18,0.0,0,0,,
6727,Bullet Dungeon (Demo),0,1,['Web'],1,['itch.io'],['Action'],2019-01-10,0.0,0,0,,
6728,HorrorHouse,0,1,['PC'],1,['itch.io'],['Adventure'],2019-01-10,0.0,0,0,,
6729,DarceyQuest,0,1,['Web'],1,['itch.io'],"['Platformer', 'Adventure']",2019-01-10,0.0,0,0,,
6730,Veggeance (D),0,1,['PC'],1,['itch.io'],['Platformer'],2019-01-10,0.0,0,0,,
6731,VReady,0,1,['PC'],1,['itch.io'],['Shooter'],2019-01-10,0.0,0,0,,
6732,Space Vector (D),0,1,['PC'],1,['itch.io'],[],2019-01-10,0.0,0,0,,
6733,Pace Yourself,0,1,['Web'],1,['itch.io'],['Platformer'],2019-01-10,0.0,0,0,,
6734,But Button,0,1,['Web'],1,['itch.io'],['Puzzle'],2019-01-10,0.0,0,0,,
6735,it's a giraffe,0,1,['PC'],1,['itch.io'],[],2019-01-10,0.0,0,0,,
6736,Untitled Space Shooter (Merlyin),0,1,['PC'],1,['itch.io'],[],2019-01-10,0.0,0,0,,
6737,Life; or A Potential Escape,0,2,"['PC', 'Apple Macintosh']",1,['itch.io'],[],2019-01-10,0.0,0,0,,
6738,Coronation (act one),0,1,['Web'],1,['itch.io'],[],2019-01-10,0.0,0,0,,
6739,Tech Wars,0,1,['PC'],1,['itch.io'],['Strategy'],2019-01-10,0.0,0,0,,
6740,Dawn Of Rektwood,0,1,['PC'],1,['itch.io'],"['Strategy', 'Action']",2019-01-09,0.0,0,0,,
6741,Procedural Generation FPS Level Generator,0,1,['PC'],1,['itch.io'],[],2019-01-09,0.0,0,0,,
6742,Oardeal,0,1,['PC'],1,['itch.io'],['Simulation'],2019-01-09,0.0,0,0,,
6743,Earth RollerBall Maze,0,1,['Web'],1,['itch.io'],['Action'],2019-01-09,0.0,0,0,,
6744,Space Red Skull,0,1,['Web'],1,['itch.io'],['Action'],2019-01-09,0.0,0,0,,
6745,Whack-a-Mole (muizzsiddique),0,1,['Web'],1,['itch.io'],[],2019-01-09,0.0,0,0,,
6746,The Maze Game (WCrossGames),0,1,['Web'],1,['itch.io'],['Action'],2019-01-09,0.0,0,0,,
6747,AfterLife (itch) (Ertugrul_Burak),0,1,['PC'],1,['itch.io'],['Platformer'],2019-01-09,0.0,0,0,,
6748,Jeff's Escape From Beyond The Cosmic,0,1,['PC'],1,['itch.io'],['Adventure'],2019-01-09,0.0,0,0,,
6749,Shopping Fever - Girls Game,0,1,['iOS'],1,['App Store'],"['RPG', 'Simulation']",2019-01-18,0.0,0,0,,
6750,Joy Center,0,1,['iOS'],1,['App Store'],"['Strategy', 'Simulation']",2019-01-16,0.0,0,0,,
6751,Love Hero,0,1,['Nintendo'],1,['Nintendo Store'],[],2019-02-14,0.0,0,0,,
6752,#002 2 Player Godot Demo Test,0,1,['Web'],1,['itch.io'],['Simulation'],2019-01-21,0.0,0,0,,
6753,Jump sticky,0,1,['PC'],1,['itch.io'],[],2019-01-21,0.0,0,0,,
6754,Player 015 (TDS),0,1,['PC'],1,['itch.io'],['Shooter'],2019-01-20,0.0,0,0,,
6755,Mothership Crew,0,1,['Web'],1,['itch.io'],"['Strategy', 'Action']",2019-01-20,0.0,0,0,,
6756,Worm Run,0,1,['PC'],1,['itch.io'],[],2019-01-20,0.0,0,0,,
6757,Untitled GB Game,0,4,"['PC', 'Apple Macintosh', 'Linux', 'Web']",1,['itch.io'],['RPG'],2019-01-20,0.0,0,0,,
6758,"Walk, Cat",0,1,['PC'],1,['itch.io'],['Strategy'],2019-01-20,0.0,0,0,,
6759,Regal Tails,0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],"['Adventure', 'Action']",2019-01-20,0.0,0,0,,
6760,3Tris,0,2,"['PC', 'Web']",1,['itch.io'],['Puzzle'],2019-01-20,0.0,0,0,,
6761,Nemuru by Diana Pancorbo,0,1,['PC'],1,['itch.io'],[],2019-01-20,0.0,0,0,,
6762,Victory Lane (benjames171),0,1,['Web'],1,['itch.io'],['Racing'],2019-01-20,0.0,0,0,,
6763,Batalha Naval 3D,0,1,['PC'],1,['itch.io'],['Educational'],2019-01-20,0.0,0,0,,
6764,A time odyssey,0,1,['PC'],1,['itch.io'],"['Shooter', 'Adventure']",2019-01-20,0.0,0,0,,
6765,Tetris 2 players,0,1,['Web'],1,['itch.io'],['Puzzle'],2019-01-20,0.0,0,0,,
6766,Kuro Shield (demo 1019),0,1,['PC'],1,['itch.io'],['Shooter'],2019-01-20,0.0,0,0,,
6767,Shattered Shuttle,0,1,['PC'],1,['itch.io'],['Platformer'],2019-01-20,0.0,0,0,,
6768,Buying a Gameboy,0,1,['PC'],1,['itch.io'],[],2019-01-20,0.0,0,0,,
6769,Antidote 0.01,0,1,['PC'],1,['itch.io'],[],2019-01-20,0.0,0,0,,
6770,Voxel artifact quest,0,1,['Android'],1,['itch.io'],['Adventure'],2019-01-19,0.0,0,0,,
6771,The Pack (itch),0,2,"['PC', 'Linux']",1,['itch.io'],['Adventure'],2019-01-18,0.0,0,0,,
6772,Choices - Demo,0,4,"['PC', 'Android', 'Apple Macintosh', 'Linux']",1,['itch.io'],"['Adventure', 'RPG']",2019-01-20,0.0,0,0,,
6773,Nooma,0,1,['Android'],1,['itch.io'],['Platformer'],2019-01-20,0.0,0,0,,
6774,Super Diver Adventure,0,1,['Web'],1,['itch.io'],['Adventure'],2019-01-20,0.0,0,0,,
6775,fps10,0,1,['Web'],1,['itch.io'],[],2019-01-20,0.0,0,0,,
6776,Advance Plants,0,1,['PC'],1,['itch.io'],['Strategy'],2019-01-20,0.0,0,0,,
6777,The Dungeon Fighter,0,1,['Web'],1,['itch.io'],['Action'],2019-01-20,0.0,0,0,,
6778,JumpBoy,0,1,['PC'],1,['itch.io'],['Platformer'],2019-01-20,0.0,0,0,,
6779,Xerigato,0,1,['Web'],1,['itch.io'],['Action'],2019-01-20,0.0,0,0,,
6780,Deepest Desires,0,1,['PC'],1,['itch.io'],[],2019-01-19,0.0,0,0,,
6781,Rise of Passion (Winter edition),0,2,"['PC', 'Apple Macintosh']",1,['itch.io'],[],2019-01-19,0.0,0,0,,
6782,I Hear You,0,4,"['PC', 'Apple Macintosh', 'Linux', 'Web']",1,['itch.io'],['Puzzle'],2019-01-20,0.0,0,0,,
6783,Ultimate Cops (C64 Compilation),0,1,['PC'],1,['itch.io'],['Action'],2019-01-19,0.0,0,0,,
6784,Fekk,0,1,['PC'],1,['itch.io'],['Action'],2019-01-19,0.0,0,0,,
6785,c0l0rs,0,1,['Web'],1,['itch.io'],['Shooter'],2019-01-19,0.0,0,0,,
6786,Cube Control,0,1,['Web'],1,['itch.io'],[],2019-01-19,0.0,0,0,,
6787,Five Nights at Tattletail 'n Bendy 2,0,2,"['PC', 'Android']",1,['itch.io'],[],2019-01-19,0.0,0,0,,
6788,Five Nights at Tattletail 'n Bendy 3,0,2,"['PC', 'Android']",1,['itch.io'],['Puzzle'],2019-01-19,0.0,0,0,,
6789,RogueWaste,0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],[],2019-01-19,0.0,0,0,,
6790,Village I,0,1,['PC'],1,['itch.io'],[],2019-01-19,0.0,0,0,,
6791,Crown of Chaos [Demo],0,1,['PC'],1,['itch.io'],"['Adventure', 'RPG']",2019-01-19,0.0,0,0,,
6792,Oppawsite,0,1,['PC'],1,['itch.io'],['Shooter'],2019-01-19,0.0,0,0,,
6793,puerta-chueca,0,1,['Web'],1,['itch.io'],[],2019-01-19,0.0,0,0,,
6794,Host (itch) (sian fan),0,1,['Web'],1,['itch.io'],[],2019-01-19,0.0,0,0,,
6795,Blastroids (Soul Grinder),0,1,['Web'],1,['itch.io'],['Shooter'],2019-01-19,0.0,0,0,,
6796,Ice Runner,0,1,['Web'],1,['itch.io'],"['Platformer', 'Action']",2019-01-19,0.0,0,0,,
6797,The Cave Of Skulls,0,1,['PC'],1,['itch.io'],['RPG'],2019-01-19,0.0,0,0,,
6798,Core Commando,0,2,"['PC', 'Apple Macintosh']",1,['itch.io'],['Strategy'],2019-01-19,0.0,0,0,,
6799,Simple Golf,0,1,['PC'],1,['itch.io'],['Simulation'],2019-01-19,0.0,0,0,,
6800,Elemental Puzzle,0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],"['Action', 'Puzzle']",2019-01-19,0.0,0,0,,
6801,HerdingSheep,0,1,['PC'],1,['itch.io'],[],2019-01-19,0.0,0,0,,
6802,LittleRandomDungeon,0,2,"['PC', 'Linux']",1,['itch.io'],[],2019-01-19,0.0,0,0,,
6803,JUEGOS DE CHICAS,0,1,['PC'],1,['itch.io'],['Platformer'],2019-01-18,0.0,0,0,,
6804,Snake! (Owen109),0,1,['Web'],1,['itch.io'],['Puzzle'],2019-01-18,0.0,0,0,,
6805,Lava Game,0,1,['PC'],1,['itch.io'],['Platformer'],2019-01-18,0.0,0,0,,
6806,Dungeon Escape (itch) (BmB jogos),0,1,['PC'],1,['itch.io'],['Platformer'],2019-01-18,0.0,0,0,,
6807,Promenade (Minna),0,1,['Web'],1,['itch.io'],[],2019-01-18,0.0,0,0,,
6808,Slimecing,0,1,['PC'],1,['itch.io'],['Fighting'],2019-01-18,0.0,0,0,,
6809,greendrive,0,1,['PC'],1,['itch.io'],['Racing'],2019-02-18,0.0,0,0,,
6810,konosuba subarashi V1,0,1,['Android'],1,['itch.io'],[],2019-02-18,0.0,0,0,,
6811,BKL Reader,0,1,['PC'],1,['itch.io'],"['Educational', 'Puzzle']",2019-02-18,0.0,0,0,,
6812,Bümper Car,0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],['Action'],2019-02-18,0.0,0,0,,
6813,The Space Bar,0,1,['Web'],1,['itch.io'],['Puzzle'],2019-02-18,0.0,0,0,,
6814,Parri's Adventure,0,1,['PC'],1,['itch.io'],"['Platformer', 'Shooter', 'Adventure']",2019-02-18,0.0,0,0,,
6815,Re-Leafed | Game Jam Edition,0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],"['Platformer', 'Adventure', 'Action']",2019-02-18,0.0,0,0,,
6816,"a generic, asset flip, survival game",0,1,['PC'],1,['itch.io'],[],2019-02-18,0.0,0,0,,
6817,Auto Rubik's Cube,0,1,['PC'],1,['itch.io'],['Puzzle'],2019-02-18,0.0,0,0,,
6818,"Dark Hope - ""Alpha early access""",0,1,['PC'],1,['itch.io'],"['Adventure', 'Puzzle']",2019-02-18,0.0,0,0,,
6819,frictiaen,0,2,"['PC', 'Linux']",1,['itch.io'],['Platformer'],2019-02-18,0.0,0,0,,
6820,The Pressure,0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],['Educational'],2019-02-18,0.0,0,0,,
6821,Introspection (Chao),0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],['Platformer'],2019-02-18,0.0,0,0,,
6822,Leap of Faith (MoonLoon),0,1,['PC'],1,['itch.io'],"['Platformer', 'Puzzle']",2019-02-18,0.0,0,0,,
6823,Boss Run (maticlahajnar),0,1,['PC'],1,['itch.io'],[],2019-02-18,0.0,0,0,,
6824,Curious Castle,0,1,['Web'],1,['itch.io'],[],2019-02-18,0.0,0,0,,
6825,Sprint 1,0,1,['Web'],1,['itch.io'],[],2019-02-18,0.0,0,0,,
6826,Witch Fire,0,1,['Web'],1,['itch.io'],['Action'],2019-02-18,0.0,0,0,,
6827,Neon (itch) (JanaChumi),0,1,['Web'],1,['itch.io'],"['Shooter', 'Adventure', 'Action']",2019-02-18,0.0,0,0,,
6828,Ile Aye (GGJ 2019),0,1,['PC'],1,['itch.io'],['Puzzle'],2019-02-18,0.0,0,0,,
6829,Line Loops - Logic Puzzles,0,3,"['PC', 'iOS', 'Apple Macintosh']",2,"['Steam', 'App Store']","['Casual', 'Indie', 'Board Games', 'Puzzle']",2019-03-26,0.0,0,0,,
6830,Balance Roll,0,1,['PC'],1,['Steam'],"['Casual', 'Indie', 'Adventure']",2019-03-15,0.0,0,0,,
6831,Mistress of Maids: First Castle,0,1,['PC'],1,['Steam'],"['Indie', 'RPG']",2019-03-22,0.0,0,0,,
6832,Cannon Fire: Bloody Sea,0,2,"['PC', 'Apple Macintosh']",1,['Steam'],"['Strategy', 'Indie']",2019-04-25,0.0,0,0,,
6833,Go Slice,0,2,"['iOS', 'Android']",2,"['App Store', 'Google Play']","['Casual', 'Arcade', 'Puzzle']",2019-02-20,0.0,0,0,,
6834,Beauty Princess Royal Wedding,0,1,['iOS'],1,['App Store'],['Family'],2019-02-23,0.0,0,0,,
6835,Power Speed: Racing Car,0,1,['iOS'],1,['App Store'],"['Racing', 'Simulation']",2019-04-09,0.0,0,0,,
6836,Dino Hunter Pet: Attack Farm,0,1,['iOS'],1,['App Store'],"['Adventure', 'RPG']",2019-03-11,0.0,0,0,,
6837,Labyrinth - Ancient Tournament,0,1,['iOS'],1,['App Store'],"['Board Games', 'Puzzle', 'Sports']",2019-01-25,0.0,0,0,,
6838,Fire Cannon-2019,0,1,['iOS'],1,['App Store'],"['Family', 'Arcade']",2019-01-24,0.0,0,0,,
6839,XYCLE,0,1,['iOS'],1,['App Store'],"['Arcade', 'Action']",2019-02-23,0.0,0,0,,
6840,Cubesc: Dream of Mira,0,1,['iOS'],1,['App Store'],"['Board Games', 'Puzzle']",2019-02-22,0.0,0,0,,
6841,Ultimate Ludo Saga,0,1,['iOS'],1,['App Store'],"['Board Games', 'Puzzle']",2019-01-03,0.0,0,0,,
6842,Rampart Tactics AR,0,1,['iOS'],1,['App Store'],"['Strategy', 'Board Games']",2019-02-17,0.0,0,0,,
6843,Papa's Wingeria To Go!,0,2,"['iOS', 'Android']",2,"['App Store', 'Google Play']","['Strategy', 'Simulation']",2019-02-23,0.0,0,0,,
6844,History 2048,0,1,['Nintendo'],1,['Nintendo Store'],[],2019-03-01,0.0,0,0,,
6845,AxE: Alliance vs Empire,0,2,"['iOS', 'Android']",2,"['App Store', 'Google Play']","['Action', 'RPG']",2019-02-22,0.0,0,0,,
6846,Ring Out (itch),0,2,"['PC', 'Web']",1,['itch.io'],['Fighting'],2019-02-25,0.0,0,0,,
6847,Ranger's Royale,0,2,"['PC', 'Linux']",1,['itch.io'],['Strategy'],2019-02-25,0.0,0,0,,
6848,Mechamorphosis,0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],['Shooter'],2019-02-25,0.0,0,0,,
6849,BlackJack (itch) (Methanier),0,1,['PC'],1,['itch.io'],[],2019-02-25,0.0,0,0,,
6850,Sunshine!,0,1,['PC'],1,['itch.io'],[],2019-02-24,0.0,0,0,,
6851,Cube Slide (TheBaconOverlord),0,1,['PC'],1,['itch.io'],[],2019-02-24,0.0,0,0,,
6852,Not Who They Say They Are,0,1,['PC'],1,['itch.io'],['Strategy'],2019-02-25,0.0,0,0,,
6853,Cycles (zoruakev),0,1,['PC'],1,['itch.io'],[],2019-02-24,0.0,0,0,,
6854,My Anime Story,0,1,['PC'],1,['itch.io'],['Adventure'],2019-02-24,0.0,0,0,,
6855,Paintelon,0,1,['Web'],1,['itch.io'],['Shooter'],2019-02-24,0.0,0,0,,
6856,Cult Dystopia,0,1,['PC'],1,['itch.io'],['Action'],2019-02-24,0.0,0,0,,
6857,Blood Under the Bridge,0,1,['PC'],1,['itch.io'],[],2019-02-24,0.0,0,0,,
6858,Getting Started,0,1,['PC'],1,['itch.io'],['Adventure'],2019-02-24,0.0,0,0,,
6859,Tennis (itch) (kris40k),0,1,['Web'],1,['itch.io'],['Sports'],2019-02-25,0.0,0,0,,
6860,Banana Ripeness Simulator,0,1,['PC'],1,['itch.io'],['Simulation'],2019-02-24,0.0,0,0,,
6861,Step out of your comfort zone,0,1,['PC'],1,['itch.io'],['Shooter'],2019-02-24,0.0,0,0,,
6862,The awakening (itch) (Chandalf),0,1,['PC'],1,['itch.io'],[],2019-02-24,0.0,0,0,,
6863,Legend of Coleslaw Deeps and The Mystic Lure,0,1,['PC'],1,['itch.io'],['Adventure'],2019-02-24,0.0,0,0,,
6864,Club Of The Living Wizardists,0,1,['Web'],1,['itch.io'],[],2019-02-24,0.0,0,0,,
6865,juicyZESTYbitterSWEET,0,2,"['PC', 'Apple Macintosh']",1,['itch.io'],['Strategy'],2019-02-24,0.0,0,0,,
6866,ALPS: Alien Lifeform Protection Squad,0,1,['PC'],1,['itch.io'],['Shooter'],2019-02-24,0.0,0,0,,
6867,Imp Knight,0,2,"['PC', 'Apple Macintosh']",1,['itch.io'],['Platformer'],2019-02-24,0.0,0,0,,
6868,Books - A Wizards Adventure,0,2,"['PC', 'Linux']",1,['itch.io'],"['Shooter', 'Adventure', 'Action']",2019-02-24,0.0,0,0,,
6869,Impossible adventure,0,1,['PC'],1,['itch.io'],['Platformer'],2019-02-24,0.0,0,0,,
6870,Calamity Tank,0,1,['PC'],1,['itch.io'],['Action'],2019-02-24,0.0,0,0,,
6871,The flame of Liotes,0,2,"['PC', 'Linux']",1,['itch.io'],['Action'],2019-02-24,0.0,0,0,,
6872,Tank-You! (GMCJ-32),0,1,['PC'],1,['itch.io'],['Shooter'],2019-02-24,0.0,0,0,,
6873,TicTac - Pro,0,1,['PC'],1,['itch.io'],"['Strategy', 'Puzzle']",2019-02-24,0.0,0,0,,
6874,Shoot The Bad Guys!,0,1,['PC'],1,['itch.io'],['Action'],2019-02-24,0.0,0,0,,
6875,fuck this fanta can in particular,0,1,['Web'],1,['itch.io'],['Platformer'],2019-02-24,0.0,0,0,,
6876,Boerenpummel - The Game,0,1,['PC'],1,['itch.io'],['Action'],2019-02-24,0.0,0,0,,
6877,Black Friday buy or die no regrets - A tribute to consumerism,0,1,['PC'],1,['itch.io'],[],2019-02-24,0.0,0,0,,
